PullbackBars,Prior50Min,Current50Min,Prior24Min,Gap2450Min,TouchTolerance,PenMax,RecoveryMin,Shape,RequireStartOrder,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
2,30,10,0,0,1,15,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,0,1,15,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,0,1,15,2,any,False,16,12,75.0,16,10,62.5
2,30,10,0,0,1,15,2,any,True,16,12,75.0,16,10,62.5
2,30,10,0,0,1,15,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,0,1,15,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,0,1,15,2,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,0,0,1,15,2,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,0,0,1,15,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,0,0,1,15,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,0,1.5,0,5,0,any,False,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,5,0,any,True,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,5,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,5,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,5,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,5,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,5,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,5,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,5,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,1.5,0,5,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,1.5,0,10,0,any,False,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,10,0,any,True,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,10,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,10,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,10,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,10,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,10,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,10,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,10,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,1.5,0,10,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,1.5,0,15,0,any,False,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,15,0,any,True,11,8,72.73,8,5,62.5
2,30,10,0,1.5,0,15,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,15,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,0,1.5,0,15,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,15,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,1.5,0,15,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,15,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,1.5,0,15,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,1.5,0,15,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,1.5,1,5,0,any,False,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,5,0,any,True,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,5,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,5,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,5,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,5,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,5,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,5,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,5,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,5,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,5,2,any,False,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,5,2,any,True,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,5,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,5,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,5,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,5,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,5,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,0,1.5,1,5,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,0,1.5,1,10,0,any,False,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,10,0,any,True,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,10,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,10,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,10,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,10,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,10,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,10,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,10,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,10,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,10,2,any,False,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,10,2,any,True,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,10,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,10,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,10,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,10,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,10,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,0,1.5,1,10,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,0,1.5,1,15,0,any,False,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,15,0,any,True,26,20,76.92,23,13,56.52
2,30,10,0,1.5,1,15,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,15,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,15,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,15,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,15,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,15,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,0,1.5,1,15,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,15,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,1.5,1,15,2,any,False,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,15,2,any,True,16,12,75.0,15,9,60.0
2,30,10,0,1.5,1,15,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,15,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,1.5,1,15,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,15,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,1.5,1,15,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,0,1.5,1,15,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,0,3,0,5,0,any,False,10,7,70.0,8,5,62.5
2,30,10,0,3,0,5,0,any,True,10,7,70.0,8,5,62.5
2,30,10,0,3,0,5,0,tail_2_3,False,3,2,66.67,5,3,60.0
2,30,10,0,3,0,5,0,tail_2_3,True,3,2,66.67,5,3,60.0
2,30,10,0,3,0,5,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,3,0,5,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,3,0,5,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,3,0,5,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,3,0,5,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,3,0,5,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,3,0,10,0,any,False,10,7,70.0,8,5,62.5
2,30,10,0,3,0,10,0,any,True,10,7,70.0,8,5,62.5
2,30,10,0,3,0,10,0,tail_2_3,False,3,2,66.67,5,3,60.0
2,30,10,0,3,0,10,0,tail_2_3,True,3,2,66.67,5,3,60.0
2,30,10,0,3,0,10,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,3,0,10,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,3,0,10,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,3,0,10,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,3,0,10,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,3,0,10,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,3,0,15,0,any,False,10,7,70.0,8,5,62.5
2,30,10,0,3,0,15,0,any,True,10,7,70.0,8,5,62.5
2,30,10,0,3,0,15,0,tail_2_3,False,3,2,66.67,5,3,60.0
2,30,10,0,3,0,15,0,tail_2_3,True,3,2,66.67,5,3,60.0
2,30,10,0,3,0,15,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,0,3,0,15,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,0,3,0,15,2,any,False,5,4,80.0,3,2,66.67
2,30,10,0,3,0,15,2,any,True,5,4,80.0,3,2,66.67
2,30,10,0,3,0,15,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,0,3,0,15,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,0,3,1,5,0,any,False,25,19,76.0,22,12,54.55
2,30,10,0,3,1,5,0,any,True,25,19,76.0,22,12,54.55
2,30,10,0,3,1,5,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,5,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,5,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,5,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,5,0,tail_2_3,False,10,8,80.0,11,6,54.55
2,30,10,0,3,1,5,0,tail_2_3,True,10,8,80.0,11,6,54.55
2,30,10,0,3,1,5,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,3,1,5,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,3,1,5,2,any,False,16,12,75.0,14,8,57.14
2,30,10,0,3,1,5,2,any,True,16,12,75.0,14,8,57.14
2,30,10,0,3,1,5,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,5,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,5,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,5,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,5,2,tail_2_3,False,7,6,85.71,6,4,66.67
2,30,10,0,3,1,5,2,tail_2_3,True,7,6,85.71,6,4,66.67
2,30,10,0,3,1,10,0,any,False,25,19,76.0,22,12,54.55
2,30,10,0,3,1,10,0,any,True,25,19,76.0,22,12,54.55
2,30,10,0,3,1,10,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,10,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,10,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,10,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,10,0,tail_2_3,False,10,8,80.0,11,6,54.55
2,30,10,0,3,1,10,0,tail_2_3,True,10,8,80.0,11,6,54.55
2,30,10,0,3,1,10,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,3,1,10,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,3,1,10,2,any,False,16,12,75.0,14,8,57.14
2,30,10,0,3,1,10,2,any,True,16,12,75.0,14,8,57.14
2,30,10,0,3,1,10,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,10,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,10,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,10,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,10,2,tail_2_3,False,7,6,85.71,6,4,66.67
2,30,10,0,3,1,10,2,tail_2_3,True,7,6,85.71,6,4,66.67
2,30,10,0,3,1,15,0,any,False,25,19,76.0,22,12,54.55
2,30,10,0,3,1,15,0,any,True,25,19,76.0,22,12,54.55
2,30,10,0,3,1,15,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,15,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,15,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,15,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,15,0,tail_2_3,False,10,8,80.0,11,6,54.55
2,30,10,0,3,1,15,0,tail_2_3,True,10,8,80.0,11,6,54.55
2,30,10,0,3,1,15,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,0,3,1,15,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,0,3,1,15,2,any,False,16,12,75.0,14,8,57.14
2,30,10,0,3,1,15,2,any,True,16,12,75.0,14,8,57.14
2,30,10,0,3,1,15,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,0,3,1,15,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,0,3,1,15,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,0,3,1,15,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,0,3,1,15,2,tail_2_3,False,7,6,85.71,6,4,66.67
2,30,10,0,3,1,15,2,tail_2_3,True,7,6,85.71,6,4,66.67
2,30,10,20,0,0,5,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,0,0,5,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,0,0,5,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,0,0,5,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,0,0,5,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,0,0,5,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,0,0,5,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,0,0,5,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,0,0,5,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,0,0,5,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,0,0,10,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,0,0,10,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,0,0,10,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,0,0,10,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,0,0,10,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,0,0,10,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,0,0,10,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,0,0,10,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,0,0,10,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,0,0,10,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,0,0,15,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,0,0,15,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,0,0,15,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,0,0,15,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,0,0,15,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,0,0,15,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,0,0,15,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,0,0,15,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,0,0,15,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,0,0,15,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,0,1,5,0,any,False,26,20,76.92,24,14,58.33
2,30,10,20,0,1,5,0,any,True,26,20,76.92,24,14,58.33
2,30,10,20,0,1,5,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,5,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,5,0,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,5,0,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,5,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,0,1,5,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,0,1,5,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,0,1,5,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,0,1,5,2,any,False,16,12,75.0,16,10,62.5
2,30,10,20,0,1,5,2,any,True,16,12,75.0,16,10,62.5
2,30,10,20,0,1,5,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,5,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,5,2,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,5,2,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,5,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,0,1,5,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,0,1,10,0,any,False,26,20,76.92,24,14,58.33
2,30,10,20,0,1,10,0,any,True,26,20,76.92,24,14,58.33
2,30,10,20,0,1,10,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,10,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,10,0,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,10,0,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,10,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,0,1,10,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,0,1,10,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,0,1,10,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,0,1,10,2,any,False,16,12,75.0,16,10,62.5
2,30,10,20,0,1,10,2,any,True,16,12,75.0,16,10,62.5
2,30,10,20,0,1,10,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,10,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,10,2,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,10,2,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,10,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,0,1,10,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,0,1,15,0,any,False,26,20,76.92,24,14,58.33
2,30,10,20,0,1,15,0,any,True,26,20,76.92,24,14,58.33
2,30,10,20,0,1,15,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,15,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,15,0,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,15,0,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,15,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,0,1,15,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,0,1,15,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,0,1,15,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,0,1,15,2,any,False,16,12,75.0,16,10,62.5
2,30,10,20,0,1,15,2,any,True,16,12,75.0,16,10,62.5
2,30,10,20,0,1,15,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,0,1,15,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,0,1,15,2,tail_1,False,6,3,50.0,5,3,60.0
2,30,10,20,0,1,15,2,tail_1,True,6,3,50.0,5,3,60.0
2,30,10,20,0,1,15,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,0,1,15,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,1.5,0,5,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,5,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,5,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,5,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,5,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,5,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,5,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,5,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,5,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,1.5,0,5,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,1.5,0,10,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,10,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,10,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,10,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,10,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,10,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,10,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,10,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,10,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,1.5,0,10,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,1.5,0,15,0,any,False,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,15,0,any,True,11,8,72.73,8,5,62.5
2,30,10,20,1.5,0,15,0,tail_2_3,False,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,15,0,tail_2_3,True,4,3,75.0,5,3,60.0
2,30,10,20,1.5,0,15,0,tail_ge4,False,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,15,0,tail_ge4,True,3,2,66.67,2,2,100.0
2,30,10,20,1.5,0,15,2,any,False,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,15,2,any,True,5,4,80.0,3,2,66.67
2,30,10,20,1.5,0,15,2,tail_2_3,False,1,1,100.0,2,2,100.0
2,30,10,20,1.5,0,15,2,tail_2_3,True,1,1,100.0,2,2,100.0
2,30,10,20,1.5,1,5,0,any,False,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,5,0,any,True,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,5,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,5,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,5,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,5,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,5,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,5,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,5,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,5,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,5,2,any,False,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,5,2,any,True,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,5,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,5,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,5,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,5,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,5,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,1.5,1,5,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,1.5,1,10,0,any,False,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,10,0,any,True,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,10,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,10,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,10,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,10,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,10,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,10,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,10,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,10,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,10,2,any,False,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,10,2,any,True,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,10,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,10,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,10,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,10,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,10,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,1.5,1,10,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,1.5,1,15,0,any,False,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,15,0,any,True,26,20,76.92,23,13,56.52
2,30,10,20,1.5,1,15,0,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,15,0,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,15,0,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,15,0,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,15,0,tail_2_3,False,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,15,0,tail_2_3,True,11,9,81.82,12,7,58.33
2,30,10,20,1.5,1,15,0,tail_ge4,False,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,15,0,tail_ge4,True,6,5,83.33,3,2,66.67
2,30,10,20,1.5,1,15,2,any,False,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,15,2,any,True,16,12,75.0,15,9,60.0
2,30,10,20,1.5,1,15,2,no_tail,False,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,15,2,no_tail,True,3,3,100.0,4,2,50.0
2,30,10,20,1.5,1,15,2,tail_1,False,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,15,2,tail_1,True,6,3,50.0,4,2,50.0
2,30,10,20,1.5,1,15,2,tail_2_3,False,7,6,85.71,7,5,71.43
2,30,10,20,1.5,1,15,2,tail_2_3,True,7,6,85.71,7,5,71.43
2,30,10,20,3,0,5,0,any,False,10,7,70.0,8,5,62.5
