EMA,PullbackBars,Shape,Prior24Min,CurrentSlopeMin,Gap1Min,Gap2OrPenMin,PenMax,RecoveryOrDispMin,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
8,1,tail_1,20,30,5,0,6,0,63,44,69.84,67,55,82.09
8,1,tail_1,20,30,5,0,6,1,16,12,75.0,21,17,80.95
8,1,tail_1,20,30,5,1,2.5,0,26,20,76.92,29,24,82.76
8,1,tail_1,20,30,5,1,4.5,0,26,20,76.92,29,24,82.76
8,1,tail_1,20,30,5,1,6,0,26,20,76.92,29,24,82.76
8,1,tail_1,30,0,3,0,2.5,0,89,61,68.54,98,73,74.49
8,1,tail_1,30,0,3,0,2.5,1,29,21,72.41,36,24,66.67
8,1,tail_1,30,0,3,0,4.5,0,133,92,69.17,132,96,72.73
8,1,tail_1,30,0,3,0,4.5,1,52,36,69.23,54,37,68.52
8,1,tail_1,30,0,3,0,6,0,133,92,69.17,132,96,72.73
8,1,tail_1,30,0,3,0,6,1,52,36,69.23,54,37,68.52
8,1,tail_1,30,0,3,1,2.5,0,43,31,72.09,49,36,73.47
8,1,tail_1,30,0,3,1,2.5,1,9,7,77.78,8,4,50.0
8,1,tail_1,30,0,3,1,4.5,0,87,62,71.26,83,59,71.08
8,1,tail_1,30,0,3,1,4.5,1,32,22,68.75,26,17,65.38
8,1,tail_1,30,0,3,1,6,0,87,62,71.26,83,59,71.08
8,1,tail_1,30,0,3,1,6,1,32,22,68.75,26,17,65.38
8,1,tail_1,30,0,5,0,2.5,0,63,44,69.84,67,55,82.09
8,1,tail_1,30,0,5,0,2.5,1,16,12,75.0,21,17,80.95
8,1,tail_1,30,0,5,0,4.5,0,82,56,68.29,79,62,78.48
8,1,tail_1,30,0,5,0,4.5,1,25,18,72.0,25,19,76.0
8,1,tail_1,30,0,5,0,6,0,82,56,68.29,79,62,78.48
8,1,tail_1,30,0,5,0,6,1,25,18,72.0,25,19,76.0
8,1,tail_1,30,0,5,1,2.5,0,26,20,76.92,29,24,82.76
8,1,tail_1,30,0,5,1,4.5,0,45,32,71.11,41,31,75.61
8,1,tail_1,30,0,5,1,4.5,1,9,6,66.67,4,2,50.0
